CompanyName,OrderID,ProductName,Quantity,UnitPrice,TotalAfterDiscount
Hungry Owl All-Night Grocers,10567,Gorgonzola Telino,60,12.5,$600.00
Hungry Owl All-Night Grocers,10567,Manjimup Dried Apples,3,53,$159.00
Hungry Owl All-Night Grocers,10567,Peanut Butter Cups,40,55,$1760.00
Hungry Owl All-Night Grocers,10646,Chai,15,18,$202.50
Hungry Owl All-Night Grocers,10646,Flotemysost,30,21.5,$483.75
Hungry Owl All-Night Grocers,10646,Original Frankfurter grüne Soße,35,13,$341.25
Hungry Owl All-Night Grocers,10661,Chartreuse verte,3,18,$43.20
Hungry Owl All-Night Grocers,10661,Escargots de Bourgogne,49,13.25,$519.40
Hungry Owl All-Night Grocers,10687,Inlagd Sill,6,19,$85.50
Hungry Owl All-Night Grocers,10687,Mishi Kobe Niku,50,97,$3637.50
Hungry Owl All-Night Grocers,10687,Thüringer Rostbratwurst,10,123.79,$1237.90
Hungry Owl All-Night Grocers,10701,Flotemysost,20,21.5,$365.50
Hungry Owl All-Night Grocers,10701,Lakkalikööri,35,18,$535.50
Hungry Owl All-Night Grocers,10701,Peanut Butter Cups,42,55,$1963.50
Hungry Owl All-Night Grocers,10712,Gnocchi di nonna Alice,30,38,$1140.00
Hungry Owl All-Night Grocers,10712,Perth Pasties,3,32.8,$93.48
Hungry Owl All-Night Grocers,10736,Louisiana Fiery Hot Pepper Sauce,40,21.05,$842.00
Hungry Owl All-Night Grocers,10736,Rhönbräu Klosterbier,20,7.75,$155.00
Hungry Owl All-Night Grocers,10897,Nord-Ost Matjeshering,36,25.89,$932.04
Hungry Owl All-Night Grocers,10897,Thüringer Rostbratwurst,80,123.79,$9903.20
Hungry Owl All-Night Grocers,10912,Queso Cabrales,40,21,$630.00
Hungry Owl All-Night Grocers,10912,Thüringer Rostbratwurst,60,123.79,$5570.55
Hungry Owl All-Night Grocers,10985,Mascarpone Fabioli,35,32,$1008.00
Hungry Owl All-Night Grocers,10985,Pavlova,36,17.45,$565.38
Hungry Owl All-Night Grocers,11063,Boston Crab Meat,40,18.4,$662.40
Hungry Owl All-Night Grocers,11063,Jack's New England Clam Chowder,30,9.65,$260.55
Hungry Owl All-Night Grocers,11063,Sasquatch Ale,30,14,$420.00
Island Trading,10315,Outback Lager,30,12,$360.00
Island Trading,10315,Sasquatch Ale,14,11.2,$156.80
Island Trading,10318,Jack's New England Clam Chowder,20,7.7,$154.00
Island Trading,10318,Lakkalikööri,6,14.4,$86.40
Island Trading,10321,Steeleye Stout,10,14.4,$144.00
Island Trading,10473,Flotemysost,12,17.2,$206.40
Island Trading,10473,Geitost,12,2,$24.00
Island Trading,10621,Flotemysost,15,21.5,$322.50
Island Trading,10621,Outback Lager,20,15,$300.00
Island Trading,10621,Teatime Chocolate Biscuits,5,9.2,$46.00
Island Trading,10621,Tunnbröd,10,9,$90.00
Island Trading,10674,Tunnbröd,5,9,$45.00
Island Trading,10749,Gnocchi di nonna Alice,15,38,$570.00
Island Trading,10749,Lakkalikööri,10,18,$180.00
Island Trading,10749,Peanut Butter Cups,6,55,$330.00
Island Trading,10798,Mozzarella di Giovanni,10,34.8,$348.00
Island Trading,10798,Tarte au sucre,2,49.3,$98.60
Island Trading,10829,Camembert Pierrot,21,34,$714.00
Island Trading,10829,Chang,10,19,$190.00
Island Trading,10829,Konbu,10,6,$60.00
Island Trading,10829,Northwoods Cranberry Sauce,20,40,$800.00
Island Trading,10933,Perth Pasties,2,32.8,$65.60
Island Trading,10933,Sirop d'érable,30,28.5,$855.00
Königlich Essen,10323,Chartreuse verte,4,14.4,$57.60
Königlich Essen,10323,Genen Shouyu,5,12.4,$62.00
Königlich Essen,10325,Gorgonzola Telino,4,10,$40.00
Königlich Essen,10325,Grandma's Boysenberry Spread,6,20,$120.00
Königlich Essen,10325,Konbu,12,4.8,$57.60
Königlich Essen,10325,Mozzarella di Giovanni,40,27.8,$1112.00
Königlich Essen,10325,Tofu,9,18.6,$167.40
Königlich Essen,10456,Maxilaku,21,16,$285.60
Königlich Essen,10456,Sir Rodney's Scones,40,8,$272.00
Königlich Essen,10457,Peanut Butter Cups,36,44,$1584.00
Königlich Essen,10468,Ipoh Coffee,15,36.8,$552.00
Königlich Essen,10468,Nord-Ost Matjeshering,8,20.7,$165.60
Königlich Essen,10506,Outback Lager,14,15,$189.00
Königlich Essen,10542,Queso Cabrales,15,21,$299.25
Königlich Essen,10542,Tourtière,24,7.45,$169.86
Königlich Essen,10630,Lakkalikööri,35,18,$630.00
Königlich Essen,10630,Pâté chinois,12,24,$273.60
Königlich Essen,10718,Inlagd Sill,40,19,$760.00
Königlich Essen,10718,Pavlova,20,17.45,$349.00
Königlich Essen,10718,Queso Manchego La Pastora,36,38,$1368.00
Königlich Essen,10718,Tarte au sucre,20,49.3,$986.00
Königlich Essen,10799,Guaraná Fantástica,20,4.5,$76.50
Königlich Essen,10799,Konbu,20,6,$102.00
Königlich Essen,10799,Peanut Butter Cups,25,55,$1375.00
Königlich Essen,10817,Boston Crab Meat,60,18.4,$938.40
Königlich Essen,10817,Côte de Blaye Wines,30,263.5,$7905.00
Königlich Essen,10817,Gumbär Gummibärchen,40,31.23,$1061.82
Königlich Essen,10817,Tarte au sucre,25,49.3,$1047.63
Königlich Essen,10849,Gumbär Gummibärchen,18,31.23,$477.82
Königlich Essen,10849,Maple Syrup,49,10,$490.00
Königlich Essen,10893,Guaraná Fantástica,10,4.5,$45.00
Königlich Essen,10893,Inlagd Sill,20,19,$380.00
Königlich Essen,10893,Nord-Ost Matjeshering,35,25.89,$906.15
Königlich Essen,10893,Northwoods Cranberry Sauce,30,40,$1200.00
Königlich Essen,10893,Thüringer Rostbratwurst,24,123.79,$2970.96
Königlich Essen,11028,Pâté chinois,35,24,$840.00
Königlich Essen,11028,Peanut Butter Cups,24,55,$1320.00
La corne d'abondance,10858,Outback Lager,4,15,$60.00
La corne d'abondance,10858,Schoggi Schokolade,10,43.9,$439.00
La corne d'abondance,10858,Uncle Bob's Organic Dried Pears,5,30,$150.00
La corne d'abondance,10927,Filo Mix,5,7,$35.00
La corne d'abondance,10927,Lakkalikööri,20,18,$360.00
La corne d'abondance,10927,Sir Rodney's Marmalade,5,81,$405.00
La corne d'abondance,10972,Carnival Cotton Candy,6,39,$234.00
La corne d'abondance,10972,Geitost,7,2.5,$17.50
La corne d'abondance,10973,Gumbär Gummibärchen,5,31.23,$156.15
La corne d'abondance,10973,Jack's New England Clam Chowder,6,9.65,$57.90
La corne d'abondance,10973,Rhönbräu Klosterbier,10,7.75,$77.50
La maison d'Asie,10350,Gudbrandsdalsost,18,28.8,$466.56
La maison d'Asie,10350,Valkoinen suklaa,15,13,$175.50
La maison d'Asie,10358,Guaraná Fantástica,10,3.6,$34.20
La maison d'Asie,10358,Inlagd Sill,20,15.2,$288.80
La maison d'Asie,10358,Sasquatch Ale,10,11.2,$106.40
La maison d'Asie,10371,Inlagd Sill,6,15.2,$72.96
La maison d'Asie,10413,Chai,24,14.4,$345.60
La maison d'Asie,10413,Lakkalikööri,14,14.4,$201.60
La maison d'Asie,10413,Tarte au sucre,40,39.4,$1576.00
La maison d'Asie,10425,Lakkalikööri,20,14.4,$216.00
La maison d'Asie,10425,Pâté chinois,10,19.2,$144.00
La maison d'Asie,10454,Geitost,20,2,$32.00
La maison d'Asie,10454,Pavlova,20,13.9,$222.40
La maison d'Asie,10454,Spegesild,10,9.6,$76.80
La maison d'Asie,10493,Gudbrandsdalsost,10,28.8,$259.20
La maison d'Asie,10493,Louisiana Fiery Hot Pepper Sauce,15,16.8,$226.80
La maison d'Asie,10493,Louisiana Hot Spiced Okra,10,13.6,$122.40
La maison d'Asie,10500,Genen Shouyu,12,15.5,$176.70
La maison d'Asie,10500,Rössle Sauerkraut,8,45.6,$346.56
La maison d'Asie,10610,Inlagd Sill,21,19,$299.25
La maison d'Asie,10631,Rhönbräu Klosterbier,8,7.75,$55.80
La maison d'Asie,10787,Chang,15,19,$270.75
La maison d'Asie,10787,Thüringer Rostbratwurst,20,123.79,$2352.01
La maison d'Asie,10832,Gula Malacca,16,19.45,$248.96
La maison d'Asie,10832,Konbu,3,6,$14.40
La maison d'Asie,10832,Wimmers gute Semmelknödel,3,33.25,$99.75
La maison d'Asie,10923,Ipoh Coffee,10,46,$368.00
La maison d'Asie,10923,Laughing Lumberjack Lager,24,14,$268.80
La maison d'Asie,10923,Singaporean Hokkien Fried Mee,10,14,$112.00
La maison d'Asie,11051,Guaraná Fantástica,10,4.5,$36.00
Laughing Bacchus Wine Cellars,10495,Jack's New England Clam Chowder,20,7.7,$154.00
Laughing Bacchus Wine Cellars,10495,Original Frankfurter grüne Soße,5,10.4,$52.00
Laughing Bacchus Wine Cellars,10495,Tunnbröd,10,7.2,$72.00
Laughing Bacchus Wine Cellars,10620,Filo Mix,5,7,$35.00
Laughing Bacchus Wine Cellars,10620,Guaraná Fantástica,5,4.5,$22.50
Laughing Bacchus Wine Cellars,10810,Konbu,7,6,$42.00
Laughing Bacchus Wine Cellars,10810,Outback Lager,5,15,$75.00
Lazy K Kountry Store,10482,Boston Crab Meat,10,14.7,$147.00
Lazy K Kountry Store,10545,Queso Cabrales,10,21,$210.00
Lehmanns Marktstand,10279,Carnival Cotton Candy,15,31.2,$351.00
Lehmanns Marktstand,10284,Camembert Pierrot,20,27.2,$408.00
Lehmanns Marktstand,10284,Gula Malacca,21,15.5,$325.50
Lehmanns Marktstand,10284,Laughing Lumberjack Lager,5,11.2,$42.00
Lehmanns Marktstand,10284,Schoggi Schokolade,15,35.1,$394.88
Lehmanns Marktstand,10343,Lakkalikööri,15,14.4,$216.00
Lehmanns Marktstand,10343,Scottish Longbreads,4,10,$38.00
Lehmanns Marktstand,10343,Wimmers gute Semmelknödel,50,26.6,$1330.00
Lehmanns Marktstand,10497,Gnocchi di nonna Alice,14,30.4,$425.60
Lehmanns Marktstand,10497,Mozzarella di Giovanni,25,27.8,$695.00
Lehmanns Marktstand,10497,Original Frankfurter grüne Soße,25,10.4,$260.00
Lehmanns Marktstand,10522,Boston Crab Meat,25,18.4,$368.00
Lehmanns Marktstand,10522,Chai,40,18,$576.00
Lehmanns Marktstand,10522,Nord-Ost Matjeshering,20,25.89,$414.24
Lehmanns Marktstand,10522,Northwoods Cranberry Sauce,24,40,$960.00
Lehmanns Marktstand,10534,Boston Crab Meat,10,18.4,$147.20
Lehmanns Marktstand,10534,Nord-Ost Matjeshering,10,25.89,$258.90
Lehmanns Marktstand,10534,Tourtière,10,7.45,$59.60
Lehmanns Marktstand,10536,Camembert Pierrot,35,34,$892.50
Lehmanns Marktstand,10536,Geitost,30,2.5,$75.00
Lehmanns Marktstand,10536,Gorgonzola Telino,20,12.5,$250.00
Lehmanns Marktstand,10536,Queso Manchego La Pastora,15,38,$427.50
Lehmanns Marktstand,10557,Rhönbräu Klosterbier,20,7.75,$155.00
Lehmanns Marktstand,10557,Wimmers gute Semmelknödel,30,33.25,$997.50
Lehmanns Marktstand,10592,Genen Shouyu,25,15.5,$368.13
Lehmanns Marktstand,10592,Gumbär Gummibärchen,5,31.23,$148.34
Lehmanns Marktstand,10593,Gudbrandsdalsost,20,36,$576.00
Lehmanns Marktstand,10593,Lakkalikööri,4,18,$57.60
Lehmanns Marktstand,10593,Sir Rodney's Marmalade,21,81,$1360.80
Lehmanns Marktstand,10772,Peanut Butter Cups,25,55,$1375.00
Lehmanns Marktstand,10772,Thüringer Rostbratwurst,18,123.79,$2228.22
Lehmanns Marktstand,10862,Filo Mix,8,7,$56.00
Lehmanns Marktstand,10862,Queso Cabrales,25,21,$525.00
Lehmanns Marktstand,10891,Nord-Ost Matjeshering,15,25.89,$368.93
Lehmanns Marktstand,10934,Grandma's Boysenberry Spread,20,25,$500.00
Lehmanns Marktstand,11070,Chai,40,18,$612.00
Lehmanns Marktstand,11070,Chang,20,19,$323.00
Lehmanns Marktstand,11070,Gorgonzola Telino,20,12.5,$250.00
Lehmanns Marktstand,11070,Pavlova,30,17.45,$444.98
Let's Stop N Shop,10579,Genen Shouyu,10,15.5,$155.00
Let's Stop N Shop,10579,Rhönbräu Klosterbier,21,7.75,$162.75
Let's Stop N Shop,10719,Nord-Ost Matjeshering,3,25.89,$58.25
Let's Stop N Shop,10719,Tourtière,40,7.45,$223.50
Let's Stop N Shop,10735,Original Frankfurter grüne Soße,2,13,$23.40
Let's Stop N Shop,10735,Sirop d'érable,20,28.5,$513.00
Let's Stop N Shop,10884,Gnocchi di nonna Alice,21,38,$758.10
Let's Stop N Shop,10884,Louisiana Fiery Hot Pepper Sauce,12,21.05,$239.97
Let's Stop N Shop,10884,Sir Rodney's Scones,40,10,$380.00
LILA-Supermercado,10283,Camembert Pierrot,35,27.2,$952.00
LILA-Supermercado,10283,Genen Shouyu,20,12.4,$248.00
LILA-Supermercado,10283,Mozzarella di Giovanni,3,27.8,$83.40
LILA-Supermercado,10283,Teatime Chocolate Biscuits,18,7.3,$131.40
LILA-Supermercado,10296,Gudbrandsdalsost,15,28.8,$432.00
LILA-Supermercado,10296,Pavlova,30,13.9,$417.00
LILA-Supermercado,10296,Queso Cabrales,12,16.8,$201.60
LILA-Supermercado,10330,Gumbär Gummibärchen,50,24.9,$1058.25
LILA-Supermercado,10330,Mozzarella di Giovanni,25,27.8,$590.75
LILA-Supermercado,10357,Camembert Pierrot,8,27.2,$174.08
LILA-Supermercado,10357,Gumbär Gummibärchen,16,24.9,$398.40
LILA-Supermercado,10381,Longlife Tofu,14,8,$112.00
LILA-Supermercado,10461,Nord-Ost Matjeshering,28,20.7,$434.70
LILA-Supermercado,10461,Pâté chinois,60,19.2,$864.00
LILA-Supermercado,10461,Sir Rodney's Scones,40,8,$240.00
LILA-Supermercado,10499,Maxilaku,25,20,$500.00
LILA-Supermercado,10499,Rössle Sauerkraut,20,45.6,$912.00
LILA-Supermercado,10543,Queso Manchego La Pastora,30,38,$969.00
LILA-Supermercado,10543,Tunnbröd,70,9,$535.50
LILA-Supermercado,10780,Original Frankfurter grüne Soße,15,13,$195.00
LILA-Supermercado,10780,Outback Lager,35,15,$525.00
LILA-Supermercado,10823,Original Frankfurter grüne Soße,15,13,$175.50
LILA-Supermercado,10823,Peanut Butter Cups,40,55,$1980.00
LILA-Supermercado,10823,Queso Cabrales,20,21,$378.00
LILA-Supermercado,10823,Ravioli Angelo,15,19.5,$292.50
LILA-Supermercado,10899,Chartreuse verte,8,18,$122.40
LILA-Supermercado,10997,Filo Mix,20,7,$105.00
LILA-Supermercado,10997,Mascarpone Fabioli,50,32,$1600.00
LILA-Supermercado,10997,Spegesild,20,12,$180.00
LILA-Supermercado,11065,Nord-Ost Matjeshering,4,25.89,$77.67
LILA-Supermercado,11065,Tourtière,20,7.45,$111.75
LILA-Supermercado,11071,Konbu,10,6,$57.00
LILA-Supermercado,11071,Uncle Bob's Organic Dried Pears,15,30,$427.50
LINO-Delicateses,10405,Maple Syrup,50,8,$400.00
LINO-Delicateses,10485,Chang,20,15.2,$273.60
LINO-Delicateses,10485,Maple Syrup,20,8,$144.00
LINO-Delicateses,10485,Outback Lager,60,12,$648.00
LINO-Delicateses,10485,Pâté chinois,30,19.2,$518.40
LINO-Delicateses,10638,Louisiana Fiery Hot Pepper Sauce,21,21.05,$442.05
LINO-Delicateses,10638,Mozzarella di Giovanni,60,34.8,$2088.00
LINO-Delicateses,10638,Rogede sild,20,9.5,$190.00
LINO-Delicateses,10697,Escargots de Bourgogne,30,13.25,$298.13
LINO-Delicateses,10697,Outback Lager,30,15,$337.50
LINO-Delicateses,10697,Steeleye Stout,9,18,$121.50
LINO-Delicateses,10697,Teatime Chocolate Biscuits,7,9.2,$48.30
LINO-Delicateses,10729,Chai,50,18,$900.00
LINO-Delicateses,10729,Sir Rodney's Scones,30,10,$300.00
LINO-Delicateses,10729,Valkoinen suklaa,40,16.25,$650.00
LINO-Delicateses,10811,Boston Crab Meat,30,18.4,$552.00
LINO-Delicateses,10811,Teatime Chocolate Biscuits,15,9.2,$138.00
LINO-Delicateses,10811,Tunnbröd,18,9,$162.00
LINO-Delicateses,10838,Chai,4,18,$54.00
LINO-Delicateses,10838,Inlagd Sill,50,19,$712.50
LINO-Delicateses,10840,Chartreuse verte,10,18,$144.00
LINO-Delicateses,10919,Boston Crab Meat,20,18.4,$368.00
LINO-Delicateses,10919,Pavlova,24,17.45,$418.80
LINO-Delicateses,10954,Camembert Pierrot,24,34,$693.60
LINO-Delicateses,10954,Gorgonzola Telino,25,12.5,$265.63
LINO-Delicateses,10954,Pavlova,28,17.45,$415.31
LINO-Delicateses,10954,Rogede sild,30,9.5,$285.00
LINO-Delicateses,11014,Jack's New England Clam Chowder,28,9.65,$243.18
LINO-Delicateses,11039,Maxilaku,60,20,$1200.00
LINO-Delicateses,11039,Ravioli Angelo,28,19.5,$546.00
LINO-Delicateses,11039,Rössle Sauerkraut,20,45.6,$912.00
LINO-Delicateses,11039,Steeleye Stout,24,18,$432.00
Lonesome Pine Restaurant,10307,Scottish Longbreads,3,10,$30.00
Lonesome Pine Restaurant,10307,Tarte au sucre,10,39.4,$394.00
Lonesome Pine Restaurant,10317,Chai,20,14.4,$288.00
Lonesome Pine Restaurant,10544,Laughing Lumberjack Lager,7,14,$98.00
Lonesome Pine Restaurant,10544,Rössle Sauerkraut,7,45.6,$319.20
Lonesome Pine Restaurant,10662,Scottish Longbreads,10,12.5,$125.00
Lonesome Pine Restaurant,10665,Lakkalikööri,10,18,$180.00
Lonesome Pine Restaurant,10665,Manjimup Dried Apples,20,53,$1060.00
Lonesome Pine Restaurant,10665,Peanut Butter Cups,1,55,$55.00
Lonesome Pine Restaurant,10867,Perth Pasties,3,32.8,$98.40
Lonesome Pine Restaurant,10883,Guaraná Fantástica,8,4.5,$36.00
Lonesome Pine Restaurant,11018,Gnocchi di nonna Alice,5,38,$190.00
Lonesome Pine Restaurant,11018,Queso Manchego La Pastora,20,38,$760.00
Magazzini Alimentari Riuniti,10275,Guaraná Fantástica,12,3.6,$41.04
Magazzini Alimentari Riuniti,10275,Peanut Butter Cups,6,44,$250.80
Magazzini Alimentari Riuniti,10300,Louisiana Hot Spiced Okra,30,13.6,$408.00
Magazzini Alimentari Riuniti,10300,Scottish Longbreads,20,10,$200.00
Magazzini Alimentari Riuniti,10404,Gumbär Gummibärchen,30,24.9,$709.65
Magazzini Alimentari Riuniti,10404,Maxilaku,30,16,$456.00
Magazzini Alimentari Riuniti,10404,Singaporean Hokkien Fried Mee,40,11.2,$425.60
Magazzini Alimentari Riuniti,10467,Guaraná Fantástica,28,3.6,$100.80
Magazzini Alimentari Riuniti,10635,Chef Anton's Cajun Seasoning,10,22,$198.00
Magazzini Alimentari Riuniti,10635,Chef Anton's Gumbo Mix,15,21.35,$288.23
Magazzini Alimentari Riuniti,10635,Gustaf's Knäckebröd,40,21,$840.00
Magazzini Alimentari Riuniti,10754,Boston Crab Meat,3,18.4,$55.20
Magazzini Alimentari Riuniti,10784,Chartreuse verte,2,18,$30.60
Magazzini Alimentari Riuniti,10784,Inlagd Sill,30,19,$570.00
Magazzini Alimentari Riuniti,10784,Mozzarella di Giovanni,30,34.8,$887.40
Magazzini Alimentari Riuniti,10818,Jack's New England Clam Chowder,20,9.65,$193.00
Magazzini Alimentari Riuniti,10818,Mascarpone Fabioli,20,32,$640.00
Magazzini Alimentari Riuniti,10939,Chang,10,19,$161.50
Magazzini Alimentari Riuniti,10939,Laughing Lumberjack Lager,40,14,$476.00
Magazzini Alimentari Riuniti,10950,Chef Anton's Cajun Seasoning,5,22,$110.00
Maison Dewey,10529,Gudbrandsdalsost,10,36,$360.00
Maison Dewey,10529,Pâté chinois,14,24,$336.00
Maison Dewey,10529,Scottish Longbreads,20,12.5,$250.00
Maison Dewey,10649,Mozzarella di Giovanni,15,34.8,$522.00
Maison Dewey,10649,Rössle Sauerkraut,20,45.6,$912.00
Maison Dewey,10760,Ipoh Coffee,30,46,$1035.00
Maison Dewey,10760,Schoggi Schokolade,40,43.9,$1756.00
Maison Dewey,10892,Peanut Butter Cups,40,55,$2090.00
Maison Dewey,10896,Gnocchi di nonna Alice,16,38,$608.00
Maison Dewey,10896,Rogede sild,15,9.5,$142.50
Maison Dewey,10978,Boston Crab Meat,10,18.4,$184.00
Maison Dewey,10978,Gula Malacca,6,19.45,$99.20
Maison Dewey,10978,Northwoods Cranberry Sauce,20,40,$680.00
Maison Dewey,10978,Sir Rodney's Scones,40,10,$340.00
Maison Dewey,11004,Gumbär Gummibärchen,6,31.23,$187.38
Maison Dewey,11004,Lakkalikööri,6,18,$108.00
Mère Paillarde,10332,Carnarvon Tigers,40,50,$1600.00
Mère Paillarde,10332,Singaporean Hokkien Fried Mee,10,11.2,$89.60
Mère Paillarde,10332,Zaanse koeken,16,7.6,$97.28
Mère Paillarde,10339,Carnival Cotton Candy,70,31.2,$2074.80
Mère Paillarde,10339,Chef Anton's Cajun Seasoning,10,17.6,$176.00
Mère Paillarde,10339,Tarte au sucre,28,39.4,$1103.20
Mère Paillarde,10376,Gorgonzola Telino,42,10,$399.00
Mère Paillarde,10424,Côte de Blaye Wines,49,210.8,$8263.36
Mère Paillarde,10424,Scottish Longbreads,30,10,$240.00
Mère Paillarde,10424,Steeleye Stout,60,14.4,$691.20
Mère Paillarde,10439,Longlife Tofu,30,8,$240.00
Mère Paillarde,10439,Pavlova,16,13.9,$222.40
Mère Paillarde,10439,Queso Manchego La Pastora,15,30.4,$456.00
Mère Paillarde,10439,Wimmers gute Semmelknödel,6,26.6,$159.60
Mère Paillarde,10505,Tarte au sucre,3,49.3,$147.90
Mère Paillarde,10565,Guaraná Fantástica,25,4.5,$101.25
Mère Paillarde,10565,Wimmers gute Semmelknödel,18,33.25,$538.65
Mère Paillarde,10570,Gnocchi di nonna Alice,60,38,$2166.00
Mère Paillarde,10570,Queso Cabrales,15,21,$299.25
Mère Paillarde,10590,Chai,20,18,$360.00
Mère Paillarde,10590,Original Frankfurter grüne Soße,60,13,$741.00
Mère Paillarde,10605,Camembert Pierrot,70,34,$2261.00
Mère Paillarde,10605,Flotemysost,15,21.5,$306.38
Mère Paillarde,10605,Pavlova,30,17.45,$497.33
Mère Paillarde,10605,Peanut Butter Cups,20,55,$1045.00
Mère Paillarde,10618,Gnocchi di nonna Alice,20,38,$760.00
Mère Paillarde,10618,Grandma's Boysenberry Spread,70,25,$1750.00
Mère Paillarde,10618,Scottish Longbreads,15,12.5,$187.50
Mère Paillarde,10619,Gustaf's Knäckebröd,40,21,$840.00
Mère Paillarde,10619,Sir Rodney's Scones,42,10,$420.00
Mère Paillarde,10724,Sirop d'érable,5,28.5,$142.50
Morgenstern Gesundkost,10277,Rössle Sauerkraut,20,36.4,$728.00
Morgenstern Gesundkost,10277,Tarte au sucre,12,39.4,$472.80
Morgenstern Gesundkost,10575,Lakkalikööri,10,18,$180.00
Morgenstern Gesundkost,10575,Mozzarella di Giovanni,30,34.8,$1044.00
Morgenstern Gesundkost,10575,Peanut Butter Cups,12,55,$660.00
Morgenstern Gesundkost,10575,Vegie-spread,6,43.9,$263.40
Morgenstern Gesundkost,10699,Zaanse koeken,12,9.5,$114.00
Morgenstern Gesundkost,10779,Pavlova,20,17.45,$349.00
Morgenstern Gesundkost,10779,Tarte au sucre,20,49.3,$986.00
Morgenstern Gesundkost,10945,Gorgonzola Telino,10,12.5,$125.00
Morgenstern Gesundkost,10945,Konbu,20,6,$120.00
North/South,10517,Filo Mix,6,7,$42.00
North/South,10517,Outback Lager,6,15,$90.00
North/South,10517,Peanut Butter Cups,4,55,$220.00
North/South,10752,Chai,8,18,$144.00
North/South,10752,Gudbrandsdalsost,3,36,$108.00
North/South,11057,Outback Lager,3,15,$45.00
Océano Atlántico Ltda.,10409,Sir Rodney's Scones,12,8,$96.00
Océano Atlántico Ltda.,10409,Tofu,12,18.6,$223.20
Océano Atlántico Ltda.,10531,Peanut Butter Cups,2,55,$110.00
Océano Atlántico Ltda.,10898,Konbu,5,6,$30.00
Océano Atlántico Ltda.,10958,Chef Anton's Gumbo Mix,20,21.35,$427.00
Océano Atlántico Ltda.,10958,Mozzarella di Giovanni,5,34.8,$174.00
Océano Atlántico Ltda.,10958,Uncle Bob's Organic Dried Pears,6,30,$180.00
Océano Atlántico Ltda.,10986,Lakkalikööri,10,18,$180.00
Océano Atlántico Ltda.,10986,Original Frankfurter grüne Soße,15,13,$195.00
Océano Atlántico Ltda.,10986,Queso Cabrales,30,21,$630.00
Océano Atlántico Ltda.,10986,Sir Rodney's Marmalade,15,81,$1215.00
Old World Delicatessen,10305,Carnarvon Tigers,25,50,$1125.00
Old World Delicatessen,10305,Chartreuse verte,30,14.4,$388.80
Old World Delicatessen,10305,Thüringer Rostbratwurst,25,99,$2227.50
Old World Delicatessen,10338,Carnival Cotton Candy,20,31.2,$624.00
Old World Delicatessen,10338,Nord-Ost Matjeshering,15,20.7,$310.50
Old World Delicatessen,10441,Schoggi Schokolade,50,35.1,$1755.00
Old World Delicatessen,10594,Escargots de Bourgogne,30,13.25,$397.50
Old World Delicatessen,10594,Filo Mix,24,7,$168.00
Old World Delicatessen,10680,Gorgonzola Telino,20,12.5,$187.50
Old World Delicatessen,10680,Pavlova,50,17.45,$654.38
Old World Delicatessen,10680,Singaporean Hokkien Fried Mee,40,14,$420.00
Old World Delicatessen,10706,Ipoh Coffee,24,46,$1104.00
Old World Delicatessen,10706,Pavlova,20,17.45,$349.00
Old World Delicatessen,10706,Peanut Butter Cups,8,55,$440.00
Old World Delicatessen,10808,Gnocchi di nonna Alice,20,38,$646.00
Old World Delicatessen,10808,Lakkalikööri,50,18,$765.00
Old World Delicatessen,10855,Gnocchi di nonna Alice,24,38,$912.00
Old World Delicatessen,10855,Gorgonzola Telino,14,12.5,$175.00
Old World Delicatessen,10855,Louisiana Fiery Hot Pepper Sauce,15,21.05,$268.39
Old World Delicatessen,10855,Pavlova,50,17.45,$872.50
Old World Delicatessen,10965,Manjimup Dried Apples,16,53,$848.00
Old World Delicatessen,11034,Gula Malacca,12,19.45,$233.40
Old World Delicatessen,11034,Sir Rodney's Scones,15,10,$135.00
Old World Delicatessen,11034,Sirop d'érable,6,28.5,$171.00
Ottilies Käseladen,10260,Jack's New England Clam Chowder,16,7.7,$92.40
Ottilies Käseladen,10260,Outback Lager,21,12,$189.00
Ottilies Käseladen,10260,Ravioli Angelo,50,15.6,$780.00
Ottilies Käseladen,10260,Tarte au sucre,15,39.4,$443.25
Ottilies Käseladen,10407,Flotemysost,15,17.2,$258.00
Ottilies Käseladen,10407,Gudbrandsdalsost,15,28.8,$432.00
Ottilies Käseladen,10407,Queso Cabrales,30,16.8,$504.00
Ottilies Käseladen,10508,Chartreuse verte,10,18,$180.00
Ottilies Käseladen,10508,Konbu,10,6,$60.00
Ottilies Käseladen,10554,Original Frankfurter grüne Soße,10,13,$123.50
Ottilies Käseladen,10554,Pavlova,30,17.45,$497.33
Ottilies Käseladen,10554,Tarte au sucre,20,49.3,$936.70
Ottilies Käseladen,10554,Tunnbröd,20,9,$171.00
Ottilies Käseladen,10580,Jack's New England Clam Chowder,9,9.65,$82.51
Ottilies Käseladen,10580,Louisiana Fiery Hot Pepper Sauce,30,21.05,$599.93
Ottilies Käseladen,10580,Tofu,15,23.25,$331.31
Ottilies Käseladen,10684,Boston Crab Meat,20,18.4,$368.00
Ottilies Käseladen,10684,Camembert Pierrot,30,34,$1020.00
Ottilies Käseladen,10684,Zaanse koeken,40,9.5,$380.00
Ottilies Käseladen,10766,Chang,40,19,$760.00
Ottilies Käseladen,10766,Scottish Longbreads,40,12.5,$500.00
Ottilies Käseladen,10766,Uncle Bob's Organic Dried Pears,35,30,$1050.00
Ottilies Käseladen,10833,Gorgonzola Telino,9,12.5,$101.25
